text,sentiment,Time of Tweet,Age of User,Country
"  alright...I`m going to get off comp now, go back to ur party  be safe  & have fun!",positive,morning,46-60,Singapore
 Hmm Ok next time i see you il just get you to explain to me the whole process  haha,neutral,noon,60-70,Slovakia
" Happy anniversary to you and ! Hoping for many, many more. All the best from all of us",positive,night,70-100,Slovenia
cart path only,neutral,morning,0-20,Solomon Islands
 mmm nandos is good (y) and topshop rules i am actually devastated that i cant come to to london show 'm8' bailed out,negative,noon,21-30,Somalia
 i noticed that you were on the same hallway....****   No worries about the BBQ....I`m hoping there will be more to come!!!,neutral,night,31-45,South Africa
SWAY SWAY BABY zommgg love it  need more screamo tho boys,positive,morning,46-60,South Korea
 so neat hearing U on kiddshow today wish I was there,positive,noon,60-70,South Sudan
 lol well thank you,positive,night,70-100,Spain
in Newcastle enjoying the family  With mum on mother`s day for the 1st time in years!,positive,morning,0-20,Sri Lanka
 haha   y`all should REALLY hurry up and announce AUSTRALIAN tour dates. it`s been 3 freaking MONTHS! ,neutral,noon,21-30,Sudan
"  Yes,  and I hope the show I promoted was clean.....   lol      Bella",positive,night,31-45,Suriname
" They paid you to go? Think before voting, each vote counts",neutral,morning,46-60,Sweden
DÃ¯Â¿Â½jÃ¯Â¿Â½ vu!!! Changing out of my GQ outfit,neutral,noon,60-70,Switzerland
" Hi Nic, i was so excited to heard that PCD will perform in Jakarta. I hope u will visit my town, Bali as well. Love Ya !",positive,night,70-100,Syria
self-portrait week http://unbecominglily.blogspot.com/2009/05/announcing.html  would you like to join in?,neutral,morning,0-20,Tajikistan
Love johnny deep looks in public enemies (L) I`ll catch this film when show in HK,positive,noon,21-30,Tanzania
i am letting you read this.......,neutral,night,31-45,Thailand
Why am I limited to only being able to sync with 1 MS Exchange account on iPhone?  ... same goes for Outlook. Why can`t I have more? Lame.,negative,morning,46-60,Timor-Leste
"There are wonderful people in my life who I think I can handle only in small doses  & there is just 1 I cud be with every hour, everyday.",neutral,noon,60-70,Togo
 hopefully the weather has been nice/cooperating,positive,night,70-100,Tonga
but i thought `summer hours` meant i was supposed to get to go home at 4.....,neutral,morning,0-20,Trinidad and Tobago
 Hey Sherri! Thanx 4 da messages Wondering if u could follow me? Plzzzz,positive,noon,21-30,Tunisia
 I CAN`T!!! My heart aches for her children  I wanna adopt alexis,negative,night,31-45,Turkey
" me too  she better be back soon! dude, this is my typical bedtime. but look who is talking! what are YOU doing up so late?",negative,morning,46-60,Turkmenistan
 I am 100% jealous.  wish I had some,neutral,noon,60-70,Tuvalu
 rofl! we aren`t wearing dark grungy though! I asked bradie if it was ok he said yess,positive,night,70-100,Uganda
If I`m up with Brooklyn when I`m suppose to sleep in...I`ll call you  @ LadyBug602,neutral,morning,0-20,Ukraine
 hahaha wow thanks bud :p but my plan is to pretend its a costume... I wish it were cold so i could wear a sweatshirt over this,positive,noon,21-30,United Arab Emirates
goooooood morning!,positive,night,31-45,United Kingdom
Chino - Gentleman Jack is pouting because Mommy is gone to dinner.  http://apps.facebook.com/dogbook/profile/view/6891977,neutral,morning,46-60,United States of America
toy story 3! june 2010. i can`t wait that long.,neutral,noon,60-70,Uruguay
 your sister would ! hahah thats so funny !! i thought you liked them,positive,night,70-100,Uzbekistan
" decent Australian guys are hard to find...trust me, you`re better off with an American one",neutral,morning,0-20,Vanuatu
 I know june 2010...  but its gonna be so good. Im going to se it even if im 20 when it comes out.,positive,noon,21-30,Venezuela
"Just finished The Village. So in love,could watch it over and over! Wonder why I can`t get to sleep tonight",positive,night,31-45,Vietnam
 thanks  have fun at work lol ****,positive,morning,46-60,Yemen
  glad your feeling abit better!  I think mine might be nearly gone now xD,positive,noon,60-70,Zambia
walk was grand peeps lol feet are really hurting now thought  ****,negative,night,70-100,Zimbabwe
"Sitting at work, waiting for this day to be over with. It is always Fridays that take forever. Wish the weekend would get here already.",positive,morning,0-20,Afghanistan
is feeling Fab today and missing my boo,neutral,noon,21-30,Albania
" You were absolutely amazing in the Wolverine  you`re sooo beautiful !! you`re also such an amazing person, i look up to u",positive,night,31-45,Algeria
 probably.  sucks for you.,negative,morning,46-60,Andorra
Another Friday night in. Man being skint is rubbish.,negative,noon,60-70,Angola
hope this day will be nice as the sun that are upon us,positive,night,70-100,Antigua and Barbuda
@ work....boyz make me sick..,negative,morning,0-20,Argentina
why on twitter does no one talk 2 me i know your all celebs and i`m nt but it`s nice to be spoken to once in a while,positive,noon,21-30,Armenia
 haha this tripped me up once when I was talking to Harvard - I read it as an aussie automatically - came off as an idiot,negative,night,31-45,Australia
Hope I get a job cuz we need an apartment. I`m drunk & miss my lil punkin  TEHE!!!,neutral,morning,46-60,Austria
  i think its like 1million degrees here <3,neutral,noon,60-70,Azerbaijan
"_billiam whoa..you`re fast. Check it out I`ve submitted my comment . Oh, and thanks!",positive,night,70-100,Bahamas
"Have ordered the cuuutest invitations for my new nieceÃ¯Â¿Â½s Christening, and they just arrived back in SA.  Sorry that I wont make it myself",neutral,morning,0-20,Bahrain
_127 LOL Just remember how it was after my car accident,neutral,noon,21-30,Bangladesh
I don`t know what this is all about  but I`m goin to sleep,neutral,night,31-45,Barbados
Stupid red hair is too difficult on the upkeep. Re-dyed it a more manageable brown-red. Boo,negative,morning,46-60,Belarus
out shopping....,neutral,noon,60-70,Belgium
 Those are the things that mean the world,neutral,night,70-100,Belize
"oo. and studied today outside after having a ben+jerry`s.. wearing a sundress, hopefully didn`t get an awkward tan line.. haha!",positive,morning,0-20,Benin
"I`m a little hungry, a nice bowl of spicy lentil soup should fill the gap",neutral,noon,21-30,Bhutan
"is disappointed to learn Newark, OH cancelled their july 4 fireworks due to the economy",negative,night,31-45,Bolivia
 great show,positive,morning,46-60,Bosnia and Herzegovina
 I need a hug... Gotta find another place to live and a new job,neutral,noon,60-70,Botswana
forgot about my old twitter account please follow itsjeff i will stop this account soon...i prefer the address that doesnt have my age,neutral,night,70-100,Brazil
Just took a shower.We`re gonna go to Church.Time to thank Him for my mother.,positive,morning,0-20,Brunei
Trying to get out to enjoy the weather & train a little... Some minor beer tasting activity took place yesterday with  etc,positive,noon,21-30,Bulgaria
ughhh my leg is still cramping from my panic attack outside ULU this morning   bloody hurts!!,negative,night,31-45,Burkina Faso
 not if i`m not on the list,neutral,morning,46-60,Burundi
 What you said is as good as day dreaming!  sorry to say that our country is in such a state....,negative,noon,60-70,Côte d'Ivoire
its after 12 an man is texting me telling me that he wants to come over.i say i`m tired..lol..da punk says he`ll bring me redbull and KFC,neutral,night,70-100,Cabo Verde
 ahhahahaha ARIYAN  i want to listen to that now  i used up bandwidth by downloading a hamish and andy podcast,neutral,morning,0-20,Cambodia
 i foot think it will let you since it.s international  but we have twitter haha,neutral,noon,21-30,Cameroon
"Actually I`ve been in here, holed up quite nicely, for hours. This is one of those times I regret never having married or gotten a cat",neutral,night,31-45,Canada
" i`m relying on my mobile, which lacks reception. Trying to help, but just looking silly",negative,morning,46-60,Central African Republic
"watching Baby Mama...again. and eating pineapple, orange, raspberry sherbert",neutral,noon,60-70,Chad
there is poor lost duck outside of Olive Garden. that makes me sad,negative,night,70-100,Chile
Oh darn. Lost another follower.,negative,morning,0-20,China
lots of decisions to make...i need an assistant/cook/nanny/chauffer lol lol but 4 real!,neutral,noon,21-30,Colombia
" Awwwh.    Sorry!  We`ll be glad when you`re closer to us, though!",neutral,night,31-45,Comoros
I don`t think the neti pot is working for me  maybe I`m doing it wrong?,negative,morning,46-60,Congo (Congo-Brazzaville)
 7pm? So early. Dat`s 4pm my time.,neutral,noon,60-70,Costa Rica
 demi if you can i think itd be amazing if you covered thats what you get by paramore haha im sure you know it,neutral,night,70-100,Croatia
Yao...broken foot...so much for that series  Denver`s next,negative,morning,0-20,Cuba
With my jordie for a little bit,neutral,noon,21-30,Cyprus
lonely,negative,night,31-45,Czechia (Czech Republic)
omg i realy can`t sleep ughh,negative,morning,46-60,Democratic Republic of the Congo
not super keen on the drive home through the rain.. additional concentration required that i don`t really wanna deal with,neutral,noon,60-70,Denmark
 with 14mph winds!!,neutral,night,70-100,Djibouti
 thats too bad,negative,morning,0-20,Dominica
"i actually really liked Merlin last night. some parts were a bit eh, but the part where that chick was singing was like whoa.",positive,noon,21-30,Dominican Republic
"Enjoying sunshine in the park with friends, pale shirtless footballers are not attractive I`m afraid",neutral,night,31-45,Ecuador
"Bought some little plastic personal wine bottles at Jewel, perfect for rooftop boozin`! Wish I didn`t have to wait so long!",neutral,morning,46-60,Egypt
Had a nice pre mother`s day dinner out. Now a cocktail before retiring for the evening,positive,noon,60-70,El Salvador
" Granny, Linda will be happy.",positive,night,70-100,Equatorial Guinea
I think I did okay on my Math Test today. I really really really hope I did. If I didn`t I swear I will get SO mad at myslef.,neutral,morning,0-20,Eritrea
  remember and drink plenty of fluids! and no buwieser dose not count!,neutral,noon,21-30,Estonia
Leno`s last show tonight.,neutral,night,31-45,"Eswatini (fmr. ""Swaziland"")"
" Re: meetings, you were right.  My afternoon has started to fill up",neutral,morning,46-60,Ethiopia
my body is aching. I can barely move...but its worth it to be champs,negative,noon,60-70,Fiji
  Yeah eCpm is going UP and down badly - hope things improve,neutral,night,70-100,Finland
"just missed to answer his IM AGAIN! For the nth time! This is making me sad.  Whenever he IM (which is all the time), I am always out.",negative,morning,0-20,France
"Played with FontStruct http://is.gd/ejE uploaded to dafont, 16k downloads & top of its category http://is.gd/wyyp Very wtf moment for me",positive,noon,21-30,Gabon
" good moring mr bailey, it is my birthday today",positive,night,31-45,Gambia
" are you giving up on me  oh well. It`s not the counting, it`s the math and the weighting (or lack of) that doesn`t make sense.",negative,morning,46-60,Georgia
Got a deadline to meet!!! No TGIF for me,negative,noon,60-70,Germany
_bach daps were the best lol,positive,night,70-100,Ghana
 YAY YOU! So proud of you!  and I`m not even being sarcastic. Even though you told me to shut the **** up.,neutral,morning,0-20,Greece
 i didnt think the vid was hoeish i actually love it.it was so nasty  lol,neutral,noon,21-30,Grenada
Margaritas with my Momo. I`ve missed her.,negative,night,31-45,Guatemala
so I`m kinda pissed that Boys Like Girls is gonna be at Kentucky Kingdom on a date i already have a show,negative,morning,46-60,Guinea
 i thought you would win!  Fabulously40 have some bots on her side?,negative,noon,60-70,Guinea-Bissau
  Totally broke is right. I have to wait till Monday to get paid though! BOOHOO!,neutral,night,70-100,Guyana
 I saw your tweet minutes before going to lunch.  Decided to skip that today. Thanks for saving me the money  Speedy recovery!,positive,morning,0-20,Haiti
Sitting at my desk wishing things were different,neutral,noon,21-30,Holy See
Happy Monday tweeples... hope it wasn`t to hard to get out of bed and back in gear!,neutral,night,31-45,Honduras
 it`s kind of hard to see a pic of a doggie if the pic doesn`t exist,negative,morning,46-60,Hungary
The book bloggers panel is not listed anywhere in the program!   Be there tomorrow at 2pm in room 1E15.  #BEA09,neutral,noon,60-70,Iceland
